,run,biosample,MIC_AMC,MIC_AMP,MIC_AZM,MIC_FOX,MIC_TIO,MIC_CRO,MIC_CHL,MIC_CIP,MIC_GEN,MIC_NAL,MIC_STR,MIC_FIS,MIC_TET,MIC_SXT,MIC_KAN,SIR_AMC,SIR_AMP,SIR_AZM,SIR_FOX,SIR_TIO,SIR_CRO,SIR_CHL,SIR_CIP,SIR_GEN,SIR_NAL,SIR_STR,SIR_FIS,SIR_TET,SIR_SXT,SIR_KAN,isolation_source,serovar,collection_date,collected_by,geo_loc_name,strain,sub_species,Typing Method,Testing Standard,source,cgmlst_matching_alleles,cgmlst_subspecies,h1,h2,o_antigen,serogroup,serovar_antigen,serovar_cgmlst
974,SRR3665113,SAMN05201596,<= 1,<= 1,2,2,1,<= 0.25,4,<= 0.015,1,2,> 64,32,> 32,<= 0.125,== 16,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2011,FDA,USA:TN,CVM N30704,enterica,,CLSI,,,,,,,,,
975,SRR3665112,SAMN05201595,32,> 32,4,16,8,8,8,<= 0.015,> 16,4,> 64,> 256,> 32,<= 0.12,== 16,resistant,resistant,susceptible,intermediate,resistant,resistant,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2011,FDA,USA:PA,CVM N30703,enterica,96-Well Plate,CLSI,,,,,,,,,
976,SRR3665111,SAMN05201594,4,<= 1,4,2,1,<= 0.25,4,<= 0.015,> 16,4,> 64,> 256,> 32,<= 0.125,== 16,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Hadar,2011,FDA,USA:OR,CVM N30702,enterica,,CLSI,,,,,,,,,
977,SRR3665109,SAMN05201593,<= 1,2,4,2,1,<= 0.25,4,<= 0.015,0.5,4,> 64,32,> 32,<= 0.125,> 64,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Hadar,2011,FDA,USA:NY,CVM N30700,enterica,,CLSI,,,,,,,,,
978,SRR3665108,SAMN05201592,8,> 32,4,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2011,FDA,USA:NY,CVM N30699,enterica,,CLSI,,,,,,,,,
979,SRR3665107,SAMN05201591,8,> 32,4,2,1,<= 0.25,8,<= 0.015,> 16,4,== 64,32,> 32,<= 0.125,> 64,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Saintpaul,2011,FDA,USA:NY,CVM N30698,enterica,,CLSI,,,,,,,,,
980,SRR3665106,SAMN05201590,8,> 32,4,2,1,<= 0.25,4,<= 0.015,0.5,4,<= 32,32,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2011,FDA,USA:NY,CVM N30697,enterica,,CLSI,,,,,,,,,
981,SRR3665104,SAMN05201589,> 32,> 32,4,16,8,8,4,<= 0.015,0.5,4,<= 32,> 256,> 32,<= 0.125,<= 8,resistant,resistant,susceptible,intermediate,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium,2011,FDA,USA:NY,CVM N30695,enterica,,CLSI,,,,,,,,,
982,SRR3665103,SAMN05201588,> 32,> 32,4,> 32,> 8,32,8,<= 0.015,2,4,> 64,> 256,> 32,<= 0.125,> 64,resistant,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,chicken breast,Typhimurium var. 5-,2011,FDA,USA:NY,CVM N30694,enterica,,CLSI,,,,,,,,,
983,SRR3665101,SAMN05201587,32,> 32,4,32,8,8,8,<= 0.015,0.5,4,== 64,> 256,> 32,<= 0.125,<= 8,resistant,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2011,FDA,USA:NY,CVM N30692,enterica,,CLSI,,,,,,,,,
984,SRR3665100,SAMN05201586,<= 1,2,4,2,1,<= 0.25,8,0.03,<= 0.25,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2011,FDA,USA:NY,CVM N30691,enterica,,CLSI,,,,,,,,,
985,SRR3665099,SAMN05201585,<= 1,<= 1,2,2,0.5,<= 0.25,4,<= 0.015,<= 0.25,2,<= 32,> 256,> 32,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium,2011,FDA,USA:NY,CVM N30690,enterica,,CLSI,,,,,,,,,
986,SRR3665098,SAMN05201584,> 32,> 32,4,32,> 8,8,4,<= 0.015,<= 0.25,4,<= 32,> 256,> 32,<= 0.125,<= 8,resistant,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2011,FDA,USA:NY,CVM N30689,enterica,,CLSI,,,,,,,,,
987,SRR3665097,SAMN05201583,<= 1,<= 1,4,4,1,<= 0.25,4,<= 0.015,<= 0.25,4,== 8,> 256,> 32,<= 0.125,> 64,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,resistant,chicken breast,Typhimurium var. 5-,2011,FDA,USA:NY,CVM N30688,enterica,,CLSI,,,,,,,,,
988,SRR3665096,SAMN05201582,<= 1,<= 1,4,4,1,<= 0.25,4,<= 0.015,0.5,2,<= 32,> 256,> 32,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2011,FDA,USA:NY,CVM N30687,enterica,,CLSI,,,,,,,,,
989,SRR3665095,SAMN05201581,2,2,8,8,1,<= 0.25,8,<= 0.015,0.5,4,== 8,32,<= 4,<= 0.125,> 64,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,ground turkey,Schwarzengrund,2011,FDA,USA:NM,CVM N30686,enterica,,CLSI,,,,,,,,,
990,SRR3665093,SAMN05201580,8,> 32,4,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,32,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Heidelberg,2011,FDA,USA:NM,CVM N30684,enterica,,CLSI,,,,,,,,,
991,SRR3665091,SAMN05201579,> 32,> 32,8,> 32,> 8,64,> 32,<= 0.015,> 16,4,> 64,> 256,> 32,> 4,> 64,resistant,resistant,susceptible,resistant,resistant,resistant,resistant,susceptible,resistant,susceptible,resistant,resistant,resistant,resistant,resistant,ground turkey,Heidelberg,2011,FDA,USA:NM,CVM N30682,enterica,,CLSI,,,,,,,,,
992,SRR3665090,SAMN05201578,2,2,4,2,0.5,<= 0.25,4,0.03,0.5,2,> 64,32,> 32,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,chicken breast,Kentucky,2011,FDA,USA:NM,CVM N30681,enterica,,CLSI,,,,,,,,,
993,SRR3665089,SAMN05201577,> 32,> 32,2,> 32,> 8,16,4,<= 0.015,0.5,4,> 64,64,<= 4,<= 0.125,<= 8,resistant,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,chicken breast,Kentucky,2011,FDA,USA:NM,CVM N30680,enterica,,CLSI,,,,,,,,,
994,SRR3665087,SAMN05201576,16,> 32,4,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,> 32,<= 0.125,> 64,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Heidelberg,2011,FDA,USA:NM,CVM N30678,enterica,,CLSI,,,,,,,,,
995,SRR3665085,SAMN05201575,2,2,4,1,1,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Schwarzengrund,2011,FDA,USA:NM,CVM N30676,enterica,,CLSI,,,,,,,,,
996,SRR3665084,SAMN05201574,<= 1,<= 1,4,2,1,<= 0.25,4,0.03,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2011,FDA,USA:NM,CVM N30675,enterica,,CLSI,,,,,,,,,
997,SRR3665083,SAMN05201573,<= 1,<= 1,4,1,0.5,<= 0.25,4,<= 0.015,0.5,2,> 64,32,> 32,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,chicken breast,Kentucky,2011,FDA,USA:NM,CVM N30674,enterica,,CLSI,,,,,,,,,
998,SRR3665081,SAMN05201572,16,> 32,4,4,1,<= 0.25,> 32,0.03,1,8,> 64,> 256,> 32,0.25,<= 8,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,Pork Chop,Typhimurium var. 5-,2011,FDA,USA:NM,CVM N30672,enterica,,CLSI,,,,,,,,,
999,SRR3665079,SAMN05201571,> 32,> 32,2,32,> 8,16,4,<= 0.015,0.5,4,> 64,<= 16,> 32,<= 0.125,> 64,resistant,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Heidelberg,2011,FDA,USA:NM,CVM N30670,enterica,,CLSI,,,,,,,,,
1000,SRR3665077,SAMN05201570,<= 1,<= 1,4,4,1,<= 0.25,8,<= 0.015,0.5,4,== 64,> 256,> 32,<= 0.12,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Reading,2011,FDA,USA:NM,CVM N30668,enterica,96-Well Plate,CLSI,,,,,,,,,
1001,SRR3665076,SAMN05201569,16,> 32,4,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,32,> 32,<= 0.125,<= 8,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Heidelberg,2011,FDA,USA:NM,CVM N30667,enterica,,CLSI,,,,,,,,,
1002,SRR3665075,SAMN05201568,<= 1,<= 1,4,2,1,<= 0.25,4,<= 0.015,0.5,4,== 4,32,<= 4,<= 0.125,> 64,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,ground turkey,Muenchen,2011,FDA,USA:NM,CVM N30666,enterica,,CLSI,,,,,,,,,
1003,SRR3665074,SAMN05201567,> 32,> 32,16,> 32,> 8,64,32,<= 0.015,> 16,4,> 64,> 256,> 32,> 4,> 64,resistant,resistant,susceptible,resistant,resistant,resistant,resistant,susceptible,resistant,susceptible,resistant,resistant,resistant,resistant,resistant,ground turkey,Heidelberg,2011,FDA,USA:MN,CVM N30665,enterica,,CLSI,,,,,,,,,
1004,SRR3665073,SAMN05201566,<= 1,<= 1,4,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2011,FDA,USA:MN,CVM N30664,enterica,,CLSI,,,,,,,,,
1005,SRR3665071,SAMN05201565,<= 1,<= 1,4,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Schwarzengrund,2011,FDA,USA:MD,CVM N30662,enterica,,CLSI,,,,,,,,,
1006,SRR3665070,SAMN05201564,8,> 32,4,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,32,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Heidelberg,2011,FDA,USA:MD,CVM N30661,enterica,,CLSI,,,,,,,,,
1007,SRR3665069,SAMN05201563,8,> 32,4,2,1,<= 0.25,4,<= 0.015,> 16,4,== 64,32,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Heidelberg,2011,FDA,USA:MD,CVM N30660,enterica,,CLSI,,,,,,,,,
1008,SRR3665068,SAMN05201562,<= 1,<= 1,4,2,1,<= 0.25,4,0.03,<= 0.25,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2011,FDA,USA:MD,CVM N30659,enterica,,CLSI,,,,,,,,,
1009,SRR3665067,SAMN05201561,<= 1,<= 1,4,2,1,<= 0.25,4,0.03,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2011,FDA,USA:MD,CVM N30658,enterica,,CLSI,,,,,,,,,
1010,SRR3665066,SAMN05201560,<= 1,<= 1,4,2,1,<= 0.25,4,<= 0.015,0.5,4,> 64,64,> 32,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2011,FDA,USA:MD,CVM N30657,enterica,,CLSI,,,,,,,,,
1011,SRR3665065,SAMN05201559,<= 1,2,4,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Agona,2011,FDA,USA:MD,CVM N30656,enterica,,CLSI,,,,,,,,,
1012,SRR3665063,SAMN05201558,8,> 32,4,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2011,FDA,USA:GA,CVM N30654,enterica,,CLSI,,,,,,,,,
1013,SRR3665062,SAMN05201557,8,> 32,4,4,1,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2011,FDA,USA:GA,CVM N30653,enterica,,CLSI,,,,,,,,,
1014,SRR3665061,SAMN05201556,<= 1,<= 1,4,4,1,<= 0.25,8,<= 0.015,0.5,2,== 64,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,ground turkey,Agona,2011,FDA,USA:GA,CVM N30652,enterica,,CLSI,,,,,,,,,
1015,SRR3665060,SAMN05201555,<= 1,<= 1,8,8,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Agona,2011,FDA,USA:GA,CVM N30651,enterica,,CLSI,,,,,,,,,
1016,SRR3665058,SAMN05201554,8,> 32,4,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2011,FDA,USA:GA,CVM N30649,enterica,,CLSI,,,,,,,,,
1017,SRR3665057,SAMN05201553,<= 1,<= 1,4,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Saintpaul,2011,FDA,USA:GA,CVM N30648,enterica,,CLSI,,,,,,,,,
1018,SRR3665056,SAMN05201552,<= 1,<= 1,4,2,1,<= 0.25,8,<= 0.015,0.5,2,== 64,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,ground turkey,Saintpaul,2011,FDA,USA:GA,CVM N30647,enterica,,CLSI,,,,,,,,,
1019,SRR3665055,SAMN05201551,8,> 32,4,4,1,<= 0.25,4,<= 0.015,0.5,4,== 64,64,> 32,0.25,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2011,FDA,USA:GA,CVM N30646,enterica,,CLSI,,,,,,,,,
1020,SRR3665053,SAMN05201550,8,> 32,4,2,1,<= 0.25,8,<= 0.015,> 16,4,== 64,64,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Heidelberg,2011,FDA,USA:GA,CVM N30644,enterica,,CLSI,,,,,,,,,
1021,SRR3665052,SAMN05201549,8,> 32,4,2,1,<= 0.25,8,<= 0.015,> 16,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Heidelberg,2011,FDA,USA:GA,CVM N30643,enterica,,CLSI,,,,,,,,,
1022,SRR3665050,SAMN05201548,<= 1,<= 1,4,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Tennessee,2011,FDA,USA:GA,CVM N30641,enterica,,CLSI,,,,,,,,,
1023,SRR3665049,SAMN05201547,<= 1,<= 1,4,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Tennessee,2011,FDA,USA:GA,CVM N30640,enterica,,CLSI,,,,,,,,,
1024,SRR3665048,SAMN05201546,<= 1,<= 1,8,2,1,<= 0.25,4,0.03,0.5,4,== 4,32,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2011,FDA,USA:GA,CVM N30639,enterica,,CLSI,,,,,,,,,
1025,SRR3665047,SAMN05201545,8,> 32,8,4,2,<= 0.25,8,<= 0.015,0.5,4,<= 32,128,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2011,FDA,USA:CT,CVM N30638,enterica,,CLSI,,,,,,,,,
1026,SRR3665046,SAMN05201544,32,> 32,4,16,8,8,4,<= 0.015,<= 0.25,2,== 64,> 256,> 32,<= 0.125,> 64,resistant,resistant,susceptible,intermediate,resistant,resistant,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,chicken breast,Typhimurium var. 5-,2011,FDA,USA:CT,CVM N30637,enterica,,CLSI,,,,,,,,,
1027,SRR3665045,SAMN05201543,<= 1,<= 1,4,2,1,<= 0.25,4,<= 0.015,1,4,> 64,32,> 32,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2011,FDA,USA:CT,CVM N30636,enterica,,CLSI,,,,,,,,,
1028,SRR3665041,SAMN05201542,2,4,8,16,2,<= 0.25,16,0.03,<= 0.25,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,intermediate,susceptible,susceptible,intermediate,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Ohio,2011,FDA,USA:NM,CVM N29381,enterica,,CLSI,,,,,,,,,
1029,SRR3665040,SAMN05201541,2,2,4,16,1,<= 0.25,8,<= 0.015,<= 0.25,4,== 16,32,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,intermediate,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Ohio,2011,FDA,USA:NM,CVM N29380,enterica,,CLSI,,,,,,,,,
1030,SRR3665036,SAMN05201540,<= 1,<= 1,4,2,1,<= 0.25,8,0.03,1,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2011,FDA,USA:NM,CVM N29376,enterica,,CLSI,,,,,,,,,
1031,SRR3665035,SAMN05201539,<= 1,<= 1,4,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2011,FDA,USA:NM,CVM N29375,enterica,,CLSI,,,,,,,,,
1032,SRR3665034,SAMN05201538,8,> 32,4,2,1,<= 0.25,8,<= 0.015,0.5,4,== 64,64,> 32,<= 0.125,<= 8,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2011,FDA,USA:NM,CVM N29374,enterica,,CLSI,,,,,,,,,
1033,SRR3665033,SAMN05201537,<= 1,<= 1,4,2,1,<= 0.25,4,<= 0.015,0.5,4,> 64,32,> 32,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2011,FDA,USA:NM,CVM N29373,enterica,,CLSI,,,,,,,,,
1034,SRR3665032,SAMN05201536,16,> 32,2,2,1,<= 0.25,4,<= 0.015,0.5,4,== 64,32,> 32,<= 0.125,<= 8,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2011,FDA,USA:NM,CVM N29372,enterica,,CLSI,,,,,,,,,
1035,SRR3665031,SAMN05201535,16,> 32,4,2,1,<= 0.25,4,<= 0.015,0.5,4,> 64,32,> 32,<= 0.125,> 64,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Hadar,2011,FDA,USA:NM,CVM N29371,enterica,,CLSI,,,,,,,,,
1036,SRR3665030,SAMN05201534,<= 1,<= 1,4,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,2,> 64,32,> 32,<= 0.125,<= 8,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,chicken breast,Kentucky,2011,FDA,USA:NM,CVM N29370,enterica,,CLSI,,,,,,,,,
